Country Name,Country Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.44,61.735,62.05,..
"Gambia, The",GMB,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,92,93,88,..
"Gambia, The",GMB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,90,91,85,..
"Gambia, The",GMB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.243913455892317,0.249989912687734,..,..
"Gambia, The",GMB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,133.9723898,139.5290282,110.0953015,110.8118285
"Gambia, The",GMB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,82.34416199,80.81072998,..,..
"Gambia, The",GMB,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
"Gambia, The",GMB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,41.63303668,42.80218273,43.98032009,44.71526912
"Gambia, The",GMB,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,30.8082034,30.20407064,29.5908716,28.96715938
"Gambia, The",GMB,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,14.4,..,..
"Gambia, The",GMB,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,1.62,1.56,1.51,1.47
"Gambia, The",GMB,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,166,162,158,..
"Gambia, The",GMB,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,1.9,..
Georgia,GEO,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,5,4.5,3.8,..
Georgia,GEO,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,12920,14030,15230,..
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.414,73.6,73.767,..
Georgia,GEO,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,91,93,94,..
Georgia,GEO,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95,98,99,..
Georgia,GEO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.58315173481574,2.53854169098541,..,..
Georgia,GEO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,137.2607838,136.380667,134.6603816,127.8487714
Georgia,GEO,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,734.58251953,795.90411377,..,..
Georgia,GEO,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Georgia,GEO,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,65.66411509,65.89216553,66.12228848,66.35490242
Georgia,GEO,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,35.75669287,35.01946185,34.72227577,34.4187272
Georgia,GEO,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,29.7,..,..
Georgia,GEO,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.29,0.3,0.31,0.32
Georgia,GEO,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,86,80,74,..
Georgia,GEO,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,5.8,..
Germany,DEU,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
Germany,DEU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,54060,56290,57410,..
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.9926829268293,80.8926829268293,80.9414634146342,..
Germany,DEU,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,93,93,93,..
Germany,DEU,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,97,97,97,..
Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.85829369906254,8.55838981170216,..,..
Germany,DEU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,132.7148699,129.3242137,128.3570318,128.3062093
Germany,DEU,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,5930.57617188,6098.20263672,..,..
Germany,DEU,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Germany,DEU,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.98173998,99.99302315,99.9930255,99.99302783
Germany,DEU,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,97.03491046,97.11539497,97.11994168,97.12541087
Germany,DEU,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,28,..,..
Germany,DEU,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.06,0.06,0.06,0.06
Germany,DEU,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,6.8,6.7,5.8,..
Germany,DEU,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,10.4,..
Ghana,GHA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
Ghana,GHA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,4860,5220,5480,..
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.463,63.78,64.074,..
Ghana,GHA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99,97,97,..
Ghana,GHA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95,92,92,..
Ghana,GHA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.507529429152326,0.541201382411755,..,..
Ghana,GHA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,126.2016214,137.5171658,134.3193846,130.2149362
Ghana,GHA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,148.41990662,167.97952271,..,..
Ghana,GHA,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Ghana,GHA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,36.34374531,38.00904834,39.69790044,41.4104497
Ghana,GHA,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,11.93857292,12.4033639,12.86554531,13.32480098
Ghana,GHA,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,3.7,..,..
Ghana,GHA,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,1.17,1.14,1.09,0.94
Ghana,GHA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,152,148,144,..
Ghana,GHA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,2.5,..
Gibraltar,GIB,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
Gibraltar,GIB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..
Gibraltar,GIB,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,..,..,..,..
Gibraltar,GIB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..,..,..,..
Gibraltar,GIB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..
Gibraltar,GIB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,121.6644924,121.7302331,120.2842646,..
Gibraltar,GIB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..
Gibraltar,GIB,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Gibraltar,GIB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,100,100,100,100
Gibraltar,GIB,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..
Gibraltar,GIB,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,..,..,..
Gibraltar,GIB,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,..,..,..,..
Gibraltar,GIB,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,..,..,..,..
Gibraltar,GIB,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..
Greece,GRC,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.9,0.1,..,..
Greece,GRC,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,28490,29330,30620,..
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.2878048780488,81.7878048780488,81.9390243902439,..
Greece,GRC,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99,99,99,..
Greece,GRC,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,97,97,97,..
Greece,GRC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.2112500056952,6.08317505028006,..,..
Greece,GRC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,122.4009386,115.6669118,113.4494873,109.4976098
Greece,GRC,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,2273.58789063,2340.16577148,..,..
Greece,GRC,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Greece,GRC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.99999769,100.0000023,100,100.0000023
Greece,GRC,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,89.39438524,90.1711824,90.94585502,91.71870529
Greece,GRC,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,39.1,..,..
Greece,GRC,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.08,0.1,0.13,0.18
Greece,GRC,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,4.7,4.4,4.3,..
Greece,GRC,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,4.7,..
Greenland,GRL,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
Greenland,GRL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.6224390243903,..,..,..
Greenland,GRL,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,..,..,..,..
Greenland,GRL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..,..,..,..
Greenland,GRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..
Greenland,GRL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,110.3379898,108.5390001,108.7944664,..
Greenland,GRL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..
Greenland,GRL,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Greenland,GRL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,96.74768436,96.74502725,96.74242638,96.7398996
Greenland,GRL,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,91.42666624,91.65793958,91.88920622,91.88920703
Greenland,GRL,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,..,..,..
Greenland,GRL,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,..,..,..,..
Greenland,GRL,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,116,100,128,..
Greenland,GRL,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,2.1,..
Grenada,GRD,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
Grenada,GRD,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,14710,15570,16050,..
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.388,72.384,72.397,..
Grenada,GRD,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,96,95,92,..
Grenada,GRD,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,85,84,94,..
Grenada,GRD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.61558165124375,2.69181419303897,..,..
Grenada,GRD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,102.0771326,104.2439033,..,..
Grenada,GRD,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,673.00305176,693.81774902,..,..
Grenada,GRD,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Grenada,GRD,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,87.11526835,..,..,..
Grenada,GRD,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..
Grenada,GRD,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,..,..,..
Grenada,GRD,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,..,..,..,..
Grenada,GRD,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,3.1,2.1,3.1,..
Grenada,GRD,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,10.7,..
Guam,GUM,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
Guam,GUM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.631,79.859,80.074,..
Guam,GUM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,..,..,..,..
Guam,GUM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..,..,..,..
Guam,GUM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..
Guam,GUM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,..,..,..,..
Guam,GUM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..
Guam,GUM,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Guam,GUM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.43870743,99.43870743,99.43870743,99.43870743
Guam,GUM,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..
Guam,GUM,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,..,..,..
Guam,GUM,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,..,..,..,..
Guam,GUM,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,59,49,54,..
Guam,GUM,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,18.7,..
Guatemala,GTM,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
Guatemala,GTM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,8140,8470,8830,..
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.81,74.063,74.302,..
Guatemala,GTM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,82,86,85,..
Guatemala,GTM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,86,87,90,..
Guatemala,GTM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.02626785727828,1.11396927255543,..,..
Guatemala,GTM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,118.1585424,118.6670871,118.7279996,113.8153755
Guatemala,GTM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,474.80758667,482.96057129,..,..
Guatemala,GTM,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Guatemala,GTM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,55.03622869,55.30162493,55.56753171,55.83407651
Guatemala,GTM,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..
Guatemala,GTM,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,..,..,..
Guatemala,GTM,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.06,0.06,0.06,0.05
Guatemala,GTM,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,25,26,26,..
Guatemala,GTM,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,10,..
Guinea,GIN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
Guinea,GIN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2410,2320,2410,..
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.706,61.185,61.602,..
Guinea,GIN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,47,47,47,..
Guinea,GIN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,47,47,47,..
Guinea,GIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.24611527343324,0.25132323293185,..,..
Guinea,GIN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,96.95447755,96.76749212,100.7967429,..
Guinea,GIN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,101.10991669,109.24282074,..,..
Guinea,GIN,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Guinea,GIN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..
Guinea,GIN,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..
Guinea,GIN,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,..,..,..
Guinea,GIN,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.93,0.87,0.78,0.69
Guinea,GIN,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,176,176,176,..
Guinea,GIN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,2.4,..
Guinea-Bissau,GNB,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
Guinea-Bissau,GNB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1930,1890,2020,..
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.673,58.003,58.322,..
Guinea-Bissau,GNB,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,88,88,84,..
Guinea-Bissau,GNB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,86,86,86,..
Guinea-Bissau,GNB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.16410067904861,0.165394727856314,..,..
Guinea-Bissau,GNB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,78.4851311,78.9888828,82.79258606,97.2488327
Guinea-Bissau,GNB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,118.7853775,123.18437958,..,..
Guinea-Bissau,GNB,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Guinea-Bissau,GNB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,23.31573379,23.65360864,23.99068558,24.3268252
Guinea-Bissau,GNB,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,10.62161617,11.12725323,11.6411223,12.16331268
Guinea-Bissau,GNB,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,..,..,..
Guinea-Bissau,GNB,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,1.76,1.62,1.4,1.23
Guinea-Bissau,GNB,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,361,361,361,..
Guinea-Bissau,GNB,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,2.4,..
Guyana,GUY,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
Guyana,GUY,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,11980,12700,13510,..
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.624,69.774,69.906,..
Guyana,GUY,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,97,95,99,..
Guyana,GUY,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99,98,98,..
Guyana,GUY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.99270656770096,3.13219265038697,..,..
Guyana,GUY,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,82.97107151,..,..,..
Guyana,GUY,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,467.41693115,512.92156982,..,..
Guyana,GUY,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Guyana,GUY,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..
Guyana,GUY,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..
Guyana,GUY,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,12.2,..,..
Guyana,GUY,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.79,0.77,0.73,0.72
Guyana,GUY,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,84,83,79,..
Guyana,GUY,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,11.6,..
Haiti,HTI,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
Haiti,HTI,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2990,3070,3040,..
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.29,63.66,64.001,..
Haiti,HTI,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,64,64,51,..
Haiti,HTI,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,69,69,65,..
Haiti,HTI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.306855525771448,0.299374738328049,..,..
Haiti,HTI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,57.41806456,59.3614343,60.7594177,..
Haiti,HTI,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,147.00727844,143.62878418,..,..
Haiti,HTI,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Haiti,HTI,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..
Haiti,HTI,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..
Haiti,HTI,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,8.3,..,..
Haiti,HTI,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.88,0.79,0.77,0.64
Haiti,HTI,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,181,176,170,..
Haiti,HTI,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,6.7,..
Honduras,HND,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,15.4,15.8,14.8,..
Honduras,HND,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,5220,5350,5520,..
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.898,75.088,75.27,..
Honduras,HND,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,89,90,87,..
Honduras,HND,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,96,89,87,..
Honduras,HND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.9545004484031,1.01903275747031,..,..
Honduras,HND,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,87.32089987,79.15031642,77.56759949,70.27693274
Honduras,HND,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,344.20526123,362.26046753,..,..
Honduras,HND,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Honduras,HND,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..
Honduras,HND,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,48.5590408,48.9455273,49.31748103,49.67509858
Honduras,HND,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,..,..,..
Honduras,HND,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.12,0.12,0.11,0.11
Honduras,HND,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,37,37,31,..
Honduras,HND,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,7.3,..
"Hong Kong SAR, China",HKG,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
"Hong Kong SAR, China",HKG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,62450,65500,65800,..
"Hong Kong SAR, China",HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,84.6804878048781,84.9341463414634,85.0780487804878,..
"Hong Kong SAR, China",HKG,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,..,..,..,..
"Hong Kong SAR, China",HKG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..,..,..,..
"Hong Kong SAR, China",HKG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..
"Hong Kong SAR, China",HKG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,251.7650057,269.9337198,288.5327012,291.6536003
"Hong Kong SAR, China",HKG,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..
"Hong Kong SAR, China",HKG,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
"Hong Kong SAR, China",HKG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,100,100,100,100
"Hong Kong SAR, China",HKG,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,85.95482746,85.9438545,85.93288155,85.92190859
"Hong Kong SAR, China",HKG,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,..,..,..
"Hong Kong SAR, China",HKG,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,..,..,..,..
"Hong Kong SAR, China",HKG,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,68,67,63,..
"Hong Kong SAR, China",HKG,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,4.5,..
Hungary,HUN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.6,0.2,..,..
Hungary,HUN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,28310,30680,33030,..
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.8170731707317,76.0658536585366,76.0219512195122,..
Hungary,HUN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99,99,99,..
Hungary,HUN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99,99,99,..
